IDENTIFICATION,BIRTHDAY,NAME,DIPLOMDATE,DIPLOMTYPE,DIPLOMMENTION,DIPLOMPERCENTAGE,DIPLOMSECTION,DIPLOMOPTION,DIPLOMPLACE,SCHOOL,SCHOOLPROVINCE,SCHOOLCODE,SCHOOLSTATUS,ACADYEAR,PERC1,MENT1,PERC2,MENT2,FAC,OPT,PROM
11493,1995-10-05,H,,DIPLÔME D'ETAT,,55,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut ISIDORE BAKANJA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,61.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11494,1996-09-26,H,,DIPLÔME D'ETAT,,56,PEGAGOGIE,PEDAGOGIE GENERALE,,CS  L'AMITIE,SUD-KIVU,,privé,2015-2016,48.5,AJOURNE,55.70000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11496,1995-11-25,F,,DIPLÔME D'ETAT,,55,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,58.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11497,1998-03-01,F,,DIPLÔME D'ETAT,,55,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,54.099998474121094,AJOURNE,56.79999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11499,1994-12-30,H,,DIPLÔME D'ETAT,,66,SCIENTIFIQUE,Bio chimie,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,60.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11500,1995-11-12,F,,DIPLÔME D'ETAT,,51,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut LUANGA,SUD-KIVU,,catholique,2015-2016,55.29999923706055,AJOURNE,58.099998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11503,1995-08-03,H,,DIPLÔME D'ETAT,,52,SCIENTIFIQUE,Bio chimie,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,48.20000076293945,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11504,1994-11-26,H,,DIPLÔME D'ETAT,,59,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MONT GOMA,NORD-KIVU,,publique,2015-2016,42.599998474121094,AJOURNE,52.5,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11505,1995-03-29,F,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,CS BEROYA,NORD-KIVU,,privé,2015-2016,42.5,AJOURNE,53.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11506,1993-09-19,H,,DIPLÔME D'ETAT,,59,SCIENTIFIQUE,Bio chimie,,Institut MWANGA/UVIRA,SUD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11507,1997-05-29,F,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,40.5,AJOURNE,50.70000076293945,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11508,1997-10-05,F,,DIPLÔME D'ETAT,,52,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,51.79999923706055,AJOURNE,60.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11509,1997-05-17,H,,DIPLÔME D'ETAT,,61,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut  SAINT JOSEPH,NORD-KIVU,,catholique,2015-2016,46.70000076293945,AJOURNE,53.29999923706055,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11512,1997-05-01,F,,DIPLÔME D'ETAT,,56,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut HIMBI,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,45.599998474121094,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11513,1995-06-05,H,,DIPLÔME D'ETAT,,53,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut NAMURHERA,NORD-KIVU,,publique,2015-2016,43.0,AJOURNE,49.099998474121094,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11514,1998-06-16,H,,DIPLÔME D'ETAT,,52,LITTERAIRE,Latin Philo,,Institut MAENDELEO,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11515,1987-05-08,H,,DIPLÔME D'ETAT,,64,PEDAGOGIE,PEDAGOGIE GENERALE,,AUTODIDACTES,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11516,1998-04-24,F,,DIPLÔME D'ETAT,,56,SCIENTIFIQUE,Bio chimie,,CS  SAVANA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,62.0,SATISFACTION,Faculté de Droit,Tronc commun,G1
11517,1996-04-12,H,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut HIMBI,NORD-KIVU,,protestant,2015-2016,53.0,AJOURNE,60.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11518,1997-10-14,H,,DIPLÔME D'ETAT,,73,SCIENTIFIQUE,Bio chimie,,Institut ISIDORE BAKANJA,NORD-KIVU,,catholique,2015-2016,59.20000076293945,AJOURNE,62.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11519,1993-02-22,H,,DIPLÔME D'ETAT,,54,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,GS MONT SION II,NORD-KIVU,,privé,2015-2016,48.29999923706055,AJOURNE,56.400001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11520,1996-01-19,F,,DIPLÔME D'ETAT,,53,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA/UVIRA,SUD-KIVU,,catholique,2015-2016,44.70000076293945,AJOURNE,52.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11521,1997-10-14,F,,DIPLÔME D'ETAT,,59,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut BWANGA,NORD-KIVU,,privé,2015-2016,57.0,AJOURNE,60.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11523,1997-01-22,F,,DIPLÔME D'ETAT,,65,TECHNIQUE,AGRONOMIE,,Institut SAINT MICHEL,NORD-KIVU,,catholique,2015-2016,55.29999923706055,AJOURNE,58.5,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11525,1994-07-29,H,,DIPLÔME D'ETAT,,60,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,,EDAP/ISP,NORD-KIVU,,publique,2015-2016,46.29999923706055,AJOURNE,54.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11526,1995-07-12,H,,DIPLÔME D'ETAT,,50,PEDAGOGIE,PEDAGOGIE GENERALE,,,NORD-KIVU,,protestant,2015-2016,46.400001525878906,AJOURNE,55.79999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11529,1995-12-24,H,,DIPLÔME D'ETAT,,,TECHNIQUE,CONSTRUCTION,,Institut SAINT MARC,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,57.29999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11530,1995-12-25,H,,DIPLÔME D'ETAT,,60,TECHNIQUE,CONSTRUCTION,,Institut SAINT MARC,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,53.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11531,1996-06-17,H,,DIPLÔME D'ETAT,,58,PEDAGOGIE,PEDAGOGIE GENERALE,,CS JERICO,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,49.79999923706055,AJOURNE,Faculté de Droit,Tronc commun,G1
11532,1996-09-01,H,,DIPLÔME D'ETAT,,62,TECHNIQUE,MECANIQUE AUTOMOBILE,,ITFM BUKAVU,NORD-KIVU,,catholique,2015-2016,56.20000076293945,AJOURNE,64.9000015258789,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11533,1996-03-23,H,,DIPLÔME D'ETAT,,60,TECHNIQUE,VETERINAIRE,,Lycée PAIX DE VIE,NORD-KIVU,,catholique,2015-2016,55.29999923706055,AJOURNE,62.5,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11535,1986-09-10,H,,DIPLÔME D'ETAT,,57,TECHNIQUE,SOCIALE,,Institut ZAWADI YA RAISI,SUD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,69.19999694824219,SATISFACTION,Faculté de Droit,Droit Public,L1
11536,1998-01-25,F,,DIPLÔME D'ETAT,,56,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,40.0,AJOURNE,46.099998474121094,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11537,1998-02-02,H,,DIPLÔME D'ETAT,,66,TECHNIQUE,ELECTRONIQUE,,Institut ASIFIWA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,67.0,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11538,1996-02-06,H,,DIPLÔME D'ETAT,,68,TECHNIQUE,MECANIQUE MACHINES OUTILS,,ITFM BUKAVU,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,53.5,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11539,1994-09-20,H,,DIPLÔME D'ETAT,,61,PEDAGOGIE,PEDAGOGIE GENERALE,,AUTODIDACTES,SUD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11541,1997-01-20,F,,DIPLÔME D'ETAT,,52,TECHNIQUE,SOCIALE,,CS MAMA YETU,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,57.099998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11543,1997-09-07,F,,DIPLÔME D'ETAT,,69,SCIENTIFIQUE,Bio chimie,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,59.20000076293945,AJOURNE,66.5999984741211,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11544,1995-09-13,F,,DIPLÔME D'ETAT,,55,PEDAGOGIE,PEDAGOGIE GENERALE,,CS BEROYA,NORD-KIVU,,privé,2015-2016,49.099998474121094,AJOURNE,54.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11546,1997-09-02,F,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Lycée TOBOGISA,NORD-KIVU,,catholique,2015-2016,46.099998474121094,AJOURNE,53.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11547,1997-12-28,H,,DIPLÔME D'ETAT,,63,SCIENTIFIQUE,Bio chimie,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,54.900001525878906,AJOURNE,64.80000305175781,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11548,1994-10-08,F,,DIPLÔME D'ETAT,,62,SCIENTIFIQUE,Bio chimie,,Lycée SAINT MARIYA  GORITTI,BANDUNDU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11549,1995-11-03,H,,DIPLÔME D'ETAT,,56,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut NAMANGO,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,46.5,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11550,1997-02-22,H,,DIPLÔME D'ETAT,,51,SCIENTIFIQUE,Bio chimie,,Institut MATANDA,NORD-KIVU,,catholique,2015-2016,57.20000076293945,AJOURNE,61.79999923706055,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11551,1998-06-26,F,,DIPLÔME D'ETAT,,54,SCIENTIFIQUE,Bio chimie,,Institut FARADJA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,57.29999923706055,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11552,1998-03-20,F,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut COMMUNAITAIRE DU LAC,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,57.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11553,1996-04-14,F,,DIPLÔME D'ETAT,,64,SCIENTIFIQUE,Bio chimie,,Institut FARADJA,NORD-KIVU,,protestant,2015-2016,41.20000076293945,AJOURNE,49.099998474121094,AJOURNE,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11555,1998-02-16,H,,DIPLÔME D'ETAT,,63,SCIENTIFIQUE,Bio chimie,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,51.29999923706055,AJOURNE,57.400001525878906,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11556,1998-11-15,F,,DIPLÔME D'ETAT,,52,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut ZANNER,NORD-KIVU,,protestant,2015-2016,53.900001525878906,AJOURNE,55.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11559,1993-09-21,F,,DIPLÔME D'ETAT,,50,TECHNIQUE,SOCIALE,,CS AMEN,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,57.400001525878906,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11560,1995-10-20,H,,DIPLÔME D'ETAT,,50,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut de GOMA,NORD-KIVU,,publique,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11561,1996-04-24,H,,DIPLÔME D'ETAT,,62,SCIENTIFIQUE,Bio chimie,,CS  NELSON MANDELA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11562,1996-03-11,H,,DIPLÔME D'ETAT,,52,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,49.29999923706055,AJOURNE,54.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11565,1996-04-24,F,,DIPLÔME D'ETAT,,63,TECHNIQUE,NUTRITION,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,52.900001525878906,AJOURNE,57.29999923706055,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11566,1998-01-19,F,,DIPLÔME D'ETAT,,59,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,45.900001525878906,AJOURNE,52.599998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11568,1991-07-01,H,,DIPLÔME D'ETAT,,61,TECHNIQUE,VETERINAIRE,,Institut ITAV,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,63.29999923706055,SATISFACTION,Faculté de Théologie,Tronc commun,G1
11571,1996-06-15,H,,DIPLÔME D'ETAT,,57,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,56.29999923706055,AJOURNE,61.900001525878906,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11572,1994-12-15,F,,DIPLÔME D'ETAT,,52,TECHNIQUE,SOCIALE,,Institut COMMUNAITAIRE DU LAC,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,50.5,AJOURNE,Faculté de Droit,Tronc commun,G1
11574,1997-12-13,H,,DIPLÔME D'ETAT,,59,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MONT GOMA,NORD-KIVU,,publique,2015-2016,51.900001525878906,AJOURNE,58.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G1
11576,1995-05-03,H,,DIPLÔME D'ETAT,,52,LITTERAIRE,Latin Philo,,Institut MAENDELEO,NORD-KIVU,,protestant,2015-2016,52.900001525878906,AJOURNE,58.29999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11577,1994-06-16,H,,DIPLÔME D'ETAT,,50,PEDAGOGIE,PEDAGOGIE GENERALE,,EDAK/GOMA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,ASSIMILE AUX AJOURNES,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11578,1994-05-25,H,,DIPLÔME D'ETAT,,51,TECHNIQUE,SOCIALE,,Institut MIKENO,NORD-KIVU,,musulman,2015-2016,,ASSIMILE AUX AJOURNES,60.900001525878906,SATISFACTION,Faculté de Droit,Tronc commun,G1
11579,1996-08-17,F,,DIPLÔME D'ETAT,,64,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MATENDO,NORD-KIVU,,protestant,2015-2016,58.79999923706055,AJOURNE,60.599998474121094,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11580,1995-06-23,F,,DIPLÔME D'ETAT,,67,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut MAENDELEO,NORD-KIVU,,protestant,2015-2016,53.099998474121094,AJOURNE,58.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11581,1997-01-08,H,,DIPLÔME D'ETAT,,61,SCIENTIFIQUE,Bio chimie,,Institut MARANATHA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,61.5,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11582,1996-12-29,H,,DIPLÔME D'ETAT,,64,TECHNIQUE,MECANIQUE MACHINES OUTILS,,Institut Technique FUNDI MAENDELEO,SUD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,54.5,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11583,1995-02-16,F,,DIPLÔME D'ETAT,,51,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut BIHIRA,NORD-KIVU,,musulman,2015-2016,,ASSIMILE AUX AJOURNES,49.900001525878906,AJOURNE,Faculté de Santé et Développement Communautaires,Tronc commun,G1
11584,1995-10-19,H,,DIPLÔME D'ETAT,,52,SCIENTIFIQUE,Bio chimie,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,54.599998474121094,AJOURNE,60.0,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11585,1996-06-15,H,,DIPLÔME D'ETAT,,60,SCIENTIFIQUE,Bio chimie,,CS THABITI,KATANGA,,catholique,2015-2016,44.400001525878906,AJOURNE,53.400001525878906,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11587,1997-11-21,H,,DIPLÔME D'ETAT,,69,SCIENTIFIQUE,Bio chimie,,Institut MWANGA,NORD-KIVU,,catholique,2015-2016,52.0,AJOURNE,60.599998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11589,1997-05-28,F,,DIPLÔME D'ETAT,,,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut NURU,SUD-KIVU,,privé,2015-2016,48.20000076293945,AJOURNE,54.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11591,1993-05-01,F,,DIPLÔME D'ETAT,,50,LITTERAIRE,Latin Philo,,CS MONT SINAI,NORD-KIVU,,protestant,2015-2016,48.79999923706055,AJOURNE,55.79999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11592,1995-06-10,F,,DIPLÔME D'ETAT,,51,COMMERCIALE,COMMERCIALE INFORMATIQUE,,Lycée KI?BILIO,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,56.20000076293945,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11593,1992-01-28,H,,DIPLÔME D'ETAT,,50,TECHNIQUE,SOCIALE,,Institut AMKENI,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,48.79999923706055,AJOURNE,Faculté de Théologie,Tronc commun,G1
11594,1997-04-09,F,,DIPLÔME D'ETAT,,60,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,54.099998474121094,AJOURNE,56.20000076293945,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11595,1992-05-01,H,,DIPLÔME D'ETAT,,56,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut BULEGE,SUD-KIVU,,kimbanguiste,2015-2016,47.400001525878906,AJOURNE,55.599998474121094,SATISFACTION,Faculté de Droit,Tronc commun,G1
11596,1996-11-22,F,,DIPLÔME D'ETAT,,55,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut FARADJA,NORD-KIVU,,protestant,2015-2016,43.099998474121094,AJOURNE,54.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11597,1991-12-28,F,,DIPLÔME D'ETAT,,52,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut de LUKANGA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,48.0,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11598,1997-09-02,F,,DIPLÔME D'ETAT,,58,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut NURU,SUD-KIVU,,publique,2015-2016,54.5,AJOURNE,59.29999923706055,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11599,1992-12-20,H,,DIPLÔME D'ETAT,,,PEDAGOGIE,PEDAGOGIE GENERALE,,CS MAENDELEO,SUD-KIVU,,privé,2015-2016,44.400001525878906,AJOURNE,52.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11600,1997-06-01,F,,DIPLÔME D'ETAT,,55,TECHNIQUE,SOCIALE,,Lycée SAINT URSULE,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,60.099998474121094,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11601,1996-11-27,F,,DIPLÔME D'ETAT,,54,LITTERAIRE,Latin Philo,,CS AUTSAU,ORIENTALE,,privé,2015-2016,,ASSIMILE AUX AJOURNES,56.5,SATISFACTION,Faculté de Droit,Tronc commun,G1
11602,1994-06-26,H,,DIPLÔME D'ETAT,,51,LITTERAIRE,Latin Philo,,Institut MWANGA/UVIRA,SUD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,58.5,SATISFACTION,Faculté de Droit,Tronc commun,G1
11603,1995-02-05,H,,DIPLÔME D'ETAT,,54,COMMERCIALE,COMMERCIALE ET ADMINISTRATIVE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11604,1995-05-03,H,,DIPLÔME D'ETAT,,57,TECHNIQUE,SOCIALE,,CS TUPENDANE,NORD-KIVU,,privé,2015-2016,54.79999923706055,AJOURNE,59.0,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11607,1998-02-08,H,,DIPLÔME D'ETAT,,69,SCIENTIFIQUE,Bio chimie,,Institut ISIDORE BAKANJA,NORD-KIVU,,catholique,2015-2016,61.5,AJOURNE,68.30000305175781,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11608,1996-08-18,F,,DIPLÔME D'ETAT,,50,SCIENTIFIQUE,Bio chimie,,Institut ISIDORE BAKANJA,NORD-KIVU,,catholique,2015-2016,53.79999923706055,AJOURNE,58.5,SATISFACTION,Faculté des Sciences Économiques et de Gestion,Tronc commun,G1
11610,1994-02-02,H,,DIPLÔME D'ETAT,,52,LITTERAIRE,Latin Philo,,Institut ZANNER,NORD-KIVU,,protestant,2015-2016,,ASSIMILE AUX AJOURNES,,AJOURNE,Faculté de Médecine,Bio-Méd,G1
11611,1997-08-14,H,,DIPLÔME D'ETAT,,66,TECHNIQUE,NUTRITION,,Institut SAINT MICHEL,NORD-KIVU,,catholique,2015-2016,,ASSIMILE AUX AJOURNES,59.400001525878906,SATISFACTION,Faculté de Médecine,Bio-Méd,G1
11612,1998-06-06,H,,DIPLÔME D'ETAT,,58,TECHNIQUE,SOCIALE,,CS MONT  DES OLIVIERS,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,61.79999923706055,SATISFACTION,Faculté de Droit,Tronc commun,G1
11613,1997-04-16,H,,DIPLÔME D'ETAT,,78,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut METANOIA,NORD-KIVU,,protestant,2015-2016,59.599998474121094,AJOURNE,66.19999694824219,SATISFACTION,Faculté de Droit,Tronc commun,G1
11614,1997-10-18,H,,DIPLÔME D'ETAT,,58,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut FADHILI,NORD-KIVU,,publique,2015-2016,45.29999923706055,AJOURNE,54.099998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11615,1997-09-20,H,,DIPLÔME D'ETAT,,58,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut BWANGA,NORD-KIVU,,privé,2015-2016,,ASSIMILE AUX AJOURNES,,NON ADMISSIBLE DS LA MEME FILIERE,Faculté de Droit,Tronc commun,G1
11616,1996-05-28,H,,DIPLÔME D'ETAT,,56,SCIENTIFIQUE,MATHEMATIQUE- PHYSIQUE,,Institut MAJENGO,NORD-KIVU,,protestant,2015-2016,46.900001525878906,AJOURNE,54.099998474121094,SATISFACTION,Faculté des Sciences et Technologies Appliquées,Tronc commun,G0
11618,1997-01-19,F,,DIPLÔME D'ETAT,,63,LITTERAIRE,Latin Philo,,Institut de BUTEMBO,NORD-KIVU,,publique,2015-2016,54.0,AJOURNE,59.20000076293945,SATISFACTION,Faculté de Droit,Tronc commun,G1
11619,1994-09-15,H,,DIPLÔME D'ETAT,,52,TECHNIQUE,SOCIALE,,Institut MONT CARMEL,NORD-KIVU,,catholique,2015-2016,62.599998474121094,AJOURNE,64.69999694824219,SATISFACTION,Faculté de Droit,Tronc commun,G1
11620,1996-04-17,F,,DIPLÔME D'ETAT,,61,PEDAGOGIE,PEDAGOGIE GENERALE,,Institut AMINA,NORD-KIVU,,protestant,2015-2016,54.70000076293945,AJOURNE,59.0,SATISFACTION,Faculté de Santé et Développement Communautaires,Tronc commun,G1
