,IDENTIFICATION,SCHOOLSTATUS,SCHOOL_RIGHT,OPTION_RIGHT,FAC,SCHOOLPROVINCE,BIRTHDAY,GENDER,DIPLOMPERCENTAGE,AGE
4359,9335,inconnu,hekima,sociale,FSDC,NORD-KIVU,1995-02-07,F,52.0,22
4360,9353,inconnu,mgr guido maria conforti,commmerciale et adm,FSEG,SUD-KIVU,1994-04-04,H,61.0,23
4361,9356,inconnu,mama onja,pedagogie,FSDC,SUD-KIVU,1992-05-05,H,50.0,25
4362,9359,inconnu,jikaze,pedagogie,FT,NORD-KIVU,1991-02-13,F,54.0,26
4363,9360,inconnu,lyliane,pedagogie,FSDC,NORD-KIVU,1994-03-30,F,50.0,23
4364,9362,inconnu,itfm maendeleo,elec indust,FSTA,SUD-KIVU,1994-04-19,H,59.0,23
4365,9363,inconnu,cirezi,bio-chimie,FSTA,SUD-KIVU,1994-12-12,F,50.0,22
4366,9366,inconnu,mgr guido maria conforti,pedagogie,FD,SUD-KIVU,1993-09-05,H,65.0,23
4367,9369,inconnu,tumaini letu,latin philo,FSTA,NORD-KIVU,1994-04-13,H,57.0,23
4368,9375,inconnu,imara,pedagogie,FSDC,SUD-KIVU,1994-05-08,H,56.0,23
4369,9378,inconnu,kashozi,pedagogie,FPSE,SUD-KIVU,1992-05-04,F,54.0,25
4370,9386,inconnu,les vert,pedagogie,FD,SUD-KIVU,1989-02-12,F,63.0,28
4371,9418,inconnu,molière,pedagogie,FT,NORD-KIVU,1990-09-05,F,53.0,26
4372,9427,inconnu,edap isp walikale,sociale,FD,NORD-KIVU,1988-07-04,H,56.0,29
4373,9428,inconnu,sauvetage,pedagogie,FD,NORD-KIVU,1993-08-21,H,52.0,23
4374,9432,inconnu,jikaze,commmerciale et adm,FSEG,NORD-KIVU,1988-11-21,H,57.0,28
4375,9434,inconnu,mlezi,pedagogie,FT,NORD-KIVU,1991-07-04,H,52.0,26
4376,9438,inconnu,mgr guido maria conforti,pedagogie,FSDC,SUD-KIVU,1995-07-15,H,59.0,21
4377,9443,inconnu,congolaise de bujumbura,commmerciale et adm,FSEG,SUD-KIVU,1992-11-07,F,50.0,24
4378,9451,inconnu,bibwe,pedagogie,FSDC,NORD-KIVU,1968-03-18,H,51.0,49
4379,9453,inconnu,itso,latin philo,FD,NORD-KIVU,1993-12-28,H,52.0,23
4380,9463,inconnu,lumiere,pedagogie,FD,SUD-KIVU,1993-12-27,H,70.0,23
4381,9470,inconnu,ibanga,math-physique,FD,SUD-KIVU,1989-10-18,H,54.0,27
4382,9484,inconnu,ruhamiro,sociale,FD,NORD-KIVU,1994-10-19,H,51.0,22
4383,9493,inconnu,mululu,pedagogie,FD,NORD-KIVU,1995-09-19,H,54.0,21
4384,9497,inconnu,wema,pedagogie,FSEG,NORD-KIVU,1994-01-04,H,71.0,23
4385,9502,inconnu,st augustin,nutr,FT,NORD-KIVU,1986-03-03,H,50.0,31
4386,9509,inconnu,Alleluya,sociale,FD,NORD-KIVU,1992-06-06,H,63.0,25
4387,9512,inconnu,mgr byaghene,math-physique,FSTA,NORD-KIVU,1993-07-10,H,55.0,23
4388,9519,inconnu,itfm maendeleo,elec indust,FSTA,SUD-KIVU,1993-11-19,H,52.0,23
4389,9527,inconnu,itfm maendeleo,elec indust,FSTA,SUD-KIVU,1996-05-16,H,59.0,21
4390,9528,inconnu,itk mahamba,electronique générale,FSTA,NORD-KIVU,1992-05-10,H,52.0,25
4391,9532,inconnu,katasoire,sociale,FSDC,NORD-KIVU,1988-08-10,F,50.0,28
4392,9536,inconnu,imaki/kirumba,pedagogie,FT,NORD-KIVU,1982-11-27,H,52.0,34
4393,9538,inconnu,tuendelee,pedagogie,FSEG,SUD-KIVU,1993-02-22,H,59.0,24
4394,9547,inconnu,visogho,pedagogie,FPSE,NORD-KIVU,1986-04-21,H,52.0,31
4395,9557,inconnu,kabanda,sociale,FPSE,NORD-KIVU,1990-09-25,H,51.0,26
4396,9580,inconnu,wamaza,math-physique,FD,NORD-KIVU,1986-05-05,H,52.0,31
4397,9584,inconnu,mulo,pedagogie,FSEG,NORD-KIVU,1995-05-23,F,60.0,22
4398,9585,inconnu,ahenée de butembo,commmerciale et adm,FSEG,NORD-KIVU,1991-09-13,F,50.0,25
4399,9589,inconnu,maadibisho,bio-chimie,FSEG,NORD-KIVU,1992-07-22,H,60.0,24
4400,9617,inconnu,wapole,math-physique,FSTA,NORD-KIVU,1991-02-21,H,52.0,26
4401,9622,inconnu,maadibisho,pedagogie,FSEG,NORD-KIVU,1994-03-20,F,59.0,23
4402,9636,inconnu,la félicité,pedagogie,FSEG,NORD-KIVU,1993-02-12,F,52.0,24
4403,9641,inconnu,vihya,pedagogie,FD,NORD-KIVU,1986-09-23,F,51.0,30
4404,9650,inconnu,bonsomi,commerciale informatique,FSEG,NORD-KIVU,1994-11-23,F,57.0,22
4405,9651,inconnu,nzamiboko,commmerciale et adm,FSEG,BANDUNDU,1991-02-07,H,53.0,26
4406,9653,inconnu,de beni,sociale,FD,NORD-KIVU,1993-07-06,F,59.0,24
4407,9663,inconnu,la releve,latin philo,FD,KINSHASA,1992-02-22,F,77.0,25
4408,9666,inconnu,gs tumba,bio-chimie,FD,NORD-KIVU,1994-04-10,H,53.0,23
4409,9701,inconnu,tujenge,pedagogie,FPSE,MANIEMA,1973-09-22,H,50.0,43
4410,9721,inconnu,muungano,pedagogie,FPSE,SUD-KIVU,1982-04-21,H,50.0,35
4411,9744,inconnu,edap isp bkv,commmerciale et adm,FSEG,SUD-KIVU,1992-02-04,H,53.0,25
4412,9745,inconnu,magherya,pedagogie,FSEG,NORD-KIVU,1984-10-17,H,52.0,32
4413,9756,inconnu,la releve,pedagogie,FSDC,SUD-KIVU,1993-07-16,F,64.0,23
4414,9763,publique,makyase,bio-chimie,FSDC,BANDUNDU,1982-03-27,H,50.0,35
4415,9786,inconnu,saint raphael,commmerciale et adm,FSEG,KINSHASA,1992-06-30,F,68.0,25
4416,9788,inconnu,notre dame de la jeunesse,commmerciale et adm,FSEG,KASAI ORIENTAL,1985-04-30,H,52.0,32
4417,9807,inconnu,lumumba,latin philo,FSTA,KINSHASA,1975-05-19,H,53.0,42
4418,9819,inconnu,mboga,sociale,FSDC,NORD-KIVU,1997-01-27,F,53.0,20
4419,9827,inconnu,edap isp bkv,bio-chimie,FSDC,SUD-KIVU,1994-05-15,F,55.0,23
4420,9835,inconnu,edap isp bkv,math-physique,FSTA,NORD-KIVU,1996-04-07,H,58.0,21
4421,9841,inconnu,révérend samba,math-physique,FM,KINSHASA,1996-11-23,H,53.0,20
4422,9843,inconnu,baraka,pedagogie,FSTA,SUD-KIVU,1995-04-17,H,64.0,22
4423,9844,inconnu,edap isp bkv,bio-chimie,FSTA,SUD-KIVU,1994-05-30,F,61.0,23
4424,9846,inconnu,malula,bio-chimie,FSDC,KINSHASA,1996-08-29,F,62.0,20
4425,9862,inconnu,kabale,sociale,FSEG,NORD-KIVU,1993-02-15,H,52.0,24
4426,9884,inconnu,jikaze,commmerciale et adm,FSEG,NORD-KIVU,1992-10-01,H,51.0,24
4427,9892,inconnu,ruvunda,pedagogie,FD,NORD-KIVU,1995-01-30,H,50.0,22
4428,9909,inconnu,Lwanga,bio-chimie,FM,SUD-KIVU,1994-11-04,H,51.0,22
4429,9912,inconnu,kabalaka,nutr,FSDC,NORD-KIVU,1995-06-10,H,57.0,22
4430,9932,inconnu,tusome,sociale,FD,SUD-KIVU,1986-07-12,H,52.0,30
4431,9941,inconnu,edap/upn,commmerciale et adm,FD,NORD-KIVU,1992-01-21,H,63.0,25
4432,9949,inconnu,mululu,sociale,FSTA,NORD-KIVU,1996-02-14,H,57.0,21
4433,9959,inconnu,Lwanga,bio-chimie,FSTA,NORD-KIVU,1997-02-26,H,57.0,20
4434,9964,inconnu,patemo,sociale,FSDC,NORD-KIVU,1993-11-21,F,56.0,23
4435,9978,inconnu,jikaze,math-physique,FM,NORD-KIVU,1996-06-11,H,65.0,21
4436,9984,inconnu,technique de l’Étude sociale,sociale,FD,KATANGA,1993-04-22,H,51.0,24
4437,9991,inconnu,it bugabo,sociale,FD,NORD-KIVU,1994-01-22,F,61.0,23
4438,9996,inconnu,imani panzi,pedagogie,FSDC,NORD-KIVU,1994-05-02,F,51.0,23
4439,9999,inconnu,mont sionii,sociale,FD,NORD-KIVU,1995-06-22,F,51.0,22
4440,10003,inconnu,kilambo,pedagogie,FD,NORD-KIVU,1992-06-17,H,50.0,25
4441,10004,inconnu,de beni,sociale,FD,NORD-KIVU,1996-06-25,F,54.0,21
4442,10008,inconnu,isingo,pedagogie,FM,NORD-KIVU,1988-05-15,H,63.0,29
4443,10020,inconnu,rutoboko,sociale,FD,NORD-KIVU,1996-09-26,F,51.0,20
4444,10023,inconnu,imaki/kirumba,sociale,FD,NORD-KIVU,1995-06-13,H,51.0,22
4445,10031,inconnu,rutoboko,sociale,FSDC,NORD-KIVU,1996-07-11,F,52.0,20
4446,10038,inconnu,sainte famille,commmerciale et adm,FSEG,KINSHASA,1993-05-18,F,57.0,24
4447,10040,inconnu,msaada,commmerciale et adm,FSEG,SUD-KIVU,1997-07-08,H,63.0,20
4448,10047,inconnu,gs la promise,sociale,FSTA,NORD-KIVU,1996-07-09,H,60.0,21
4449,10057,inconnu,rijumba,pedagogie,FSEG,NORD-KIVU,1991-08-16,H,63.0,25
4450,10066,inconnu,carmel,economie,FD,inconnu,1993-01-20,H,55.0,24
4451,10074,inconnu,tujenge,pedagogie,FD,NORD-KIVU,1984-07-11,H,52.0,32
4452,10076,inconnu,weza2,pedagogie,FSDC,SUD-KIVU,1993-07-15,F,60.0,23
4453,10081,inconnu,la releve,pedagogie,FSEG,NORD-KIVU,1992-04-28,H,57.0,25
4454,10083,inconnu,lyliane,pedagogie,FSDC,NORD-KIVU,1994-04-04,F,51.0,23
4455,10085,inconnu,maadibisho,bio-chimie,FSTA,NORD-KIVU,1996-07-04,H,64.0,21
4456,10086,inconnu,Lwanga,pedagogie,FSTA,NORD-KIVU,1995-02-20,H,59.0,22
4457,10087,inconnu,petits génies,agrecole,FSDC,BANDUNDU,1996-03-20,F,54.0,21
4458,10099,inconnu,Bungulu Beni,math-physique,FSTA,NORD-KIVU,1996-04-03,H,50.0,21
4459,10119,inconnu,st augustin,sociale,FSDC,NORD-KIVU,1996-01-01,H,51.0,21
4460,10129,inconnu,kausa,sociale,FD,NORD-KIVU,1995-10-11,F,60.0,21
4461,10130,inconnu,kausa,pedagogie,FSEG,NORD-KIVU,1994-09-24,F,55.0,22
4462,10133,inconnu,lumiere,bio-chimie,FSTA,NORD-KIVU,1996-12-12,H,53.0,20
4463,10134,inconnu,hekima,pedagogie,FSTA,NORD-KIVU,1993-07-06,H,59.0,24
4464,10136,inconnu,les petits génies,latin philo,FSDC,ORIENTALE,1995-01-29,F,51.0,22
4465,10154,inconnu,maendeleo de oicha,sociale,FSDC,NORD-KIVU,1985-01-04,F,56.0,32
4466,10168,inconnu,mahamba,elec indust,FSTA,NORD-KIVU,1994-08-14,H,55.0,22
4467,10172,inconnu,de beni,sociale,FM,NORD-KIVU,1994-08-29,H,56.0,22
4468,10173,inconnu,nyantende,latin philo,FSTA,NORD-KIVU,1993-12-17,H,55.0,23
4469,10190,inconnu,mahamba,elec indust,FSTA,NORD-KIVU,1996-01-17,H,53.0,21
4470,10204,inconnu,ibanga 2,pedagogie,FSEG,NORD-KIVU,1986-05-04,H,57.0,31
4471,10209,inconnu,la releve,commmerciale et adm,FSEG,NORD-KIVU,1995-01-07,H,50.0,22
4472,10213,inconnu,de beni,electronique générale,FSTA,NORD-KIVU,1996-09-26,H,53.0,20
4473,10222,inconnu,de récupération de la gombe,math-physique,FM,KINSHASA,1993-09-20,H,54.0,23
4474,10223,inconnu,maadibisho,pedagogie,FSDC,NORD-KIVU,1995-05-04,F,53.0,22
4475,10235,inconnu,mikeno isl,commmerciale et adm,FSEG,NORD-KIVU,1994-10-16,F,52.0,22
4476,10236,inconnu,de beni,sociale,FSDC,NORD-KIVU,1997-06-02,F,53.0,20
4477,10241,inconnu,complex scolaire la veronique,pedagogie,FSTA,SUD-KIVU,1995-12-20,H,53.0,21
4478,10246,inconnu,complexe scolaire asteria urafiki,pedagogie,FD,SUD-KIVU,1994-02-04,F,52.0,23
4479,10260,inconnu,kanyabayonga,electronique générale,FSTA,NORD-KIVU,1994-12-06,F,57.0,22
4480,10270,inconnu,petits génies,latin philo,FSDC,ORIENTALE,1993-11-08,F,56.0,23
4481,10273,inconnu,kasika,pedagogie,FPSE,NORD-KIVU,1994-04-24,F,57.0,23
4482,10276,inconnu,bambu,pedagogie,FT,NORD-KIVU,1992-04-12,H,54.0,25
4483,10279,inconnu,kaumo,bio-chimie,FSTA,MANIEMA,1993-08-15,H,65.0,23
4484,10280,inconnu,complexe scolaire mulezi,sociale,FSEG,NORD-KIVU,1996-06-06,H,52.0,21
4485,10282,inconnu,complexe scolaire mulezi,pedagogie,FSDC,NORD-KIVU,1994-11-11,F,52.0,22
4486,10285,inconnu,uaminifu,pedagogie,FT,NORD-KIVU,1984-07-02,H,50.0,33
4487,10297,inconnu,mululu,sociale,FSDC,NORD-KIVU,1991-11-12,H,51.0,25
4488,10306,inconnu,ifendula,pedagogie,FSEG,SUD-KIVU,1996-05-04,H,55.0,21
4489,10307,inconnu,complexe scolaire mulezi,pedagogie,FSDC,NORD-KIVU,1995-12-12,F,56.8765221107,21
4490,10308,inconnu,it bugabo,sociale,FSTA,SUD-KIVU,1994-08-28,F,50.0,22
4491,10314,inconnu,complexe scolaire nova stella,sociale,FSTA,SUD-KIVU,1995-09-05,H,55.0,21
4492,10320,inconnu,nduba,pedagogie,FSEG,NORD-KIVU,1991-04-01,H,69.0,26
4493,10334,inconnu,complex scolaire la veronique,pedagogie,FSTA,SUD-KIVU,1995-07-11,H,55.0,21
4494,10335,inconnu,edap/kasuku,pedagogie,FD,MANIEMA,1986-08-04,H,51.0,30
4495,10339,inconnu,mahamba,elec indust,FSTA,NORD-KIVU,1994-05-13,H,56.0,23
4496,10342,inconnu,tuendelee,pedagogie,FPSE,KASAI OCCIDENTAL,1980-12-26,F,53.0,36
4497,10345,inconnu,imani panzi,math-physique,FSTA,SUD-KIVU,1995-10-10,H,50.0,21
4498,10349,inconnu,muku,pedagogie,FSTA,SUD-KIVU,1995-06-14,H,58.0,22
4499,10357,inconnu,katudwe,pedagogie,FSDC,NORD-KIVU,1994-02-01,H,52.0,23
4500,10373,inconnu,mehe,pedagogie,FPSE,NORD-KIVU,1990-10-25,H,57.0,26
4501,10389,inconnu,instituti ndosho,commmerciale et adm,FD,NORD-KIVU,1994-03-16,H,51.0,23
4502,10393,inconnu,zako,pedagogie,FT,NORD-KIVU,1993-11-22,F,50.0,23
4503,10396,inconnu,bikuba,pedagogie,FPSE,SUD-KIVU,1995-04-20,H,51.0,22
4504,10405,inconnu,auzi,commmerciale et adm,FSEG,ORIENTALE,1989-08-20,H,52.0,27
4505,10409,inconnu,la releve,pedagogie,FM,MANIEMA,1982-06-04,H,51.0,35
4506,10423,inconnu,Mwanda,sociale,FSTA,SUD-KIVU,1994-05-01,H,57.0,23
4507,10427,inconnu,gs la promise,sociale,FD,NORD-KIVU,1995-06-16,H,50.0,22
4508,10429,inconnu,gs la promise,pedagogie,FSEG,NORD-KIVU,1996-07-07,F,50.0,21
4509,10440,inconnu,salamu,pedagogie,FPSE,NORD-KIVU,1985-12-05,F,54.0,31
4510,10442,inconnu,rutoboko,sociale,FPSE,NORD-KIVU,1996-10-24,F,51.0,20
4511,10449,inconnu,mwendu,bio-chimie,FSTA,NORD-KIVU,1994-03-29,H,55.0,23
4512,10451,inconnu,mont sionii,sociale,FSEG,NORD-KIVU,1995-11-15,F,52.0,21
4513,10452,inconnu,du lac,commmerciale et adm,FSTA,SUD-KIVU,1996-01-01,H,52.0,21
4514,10458,inconnu,mama mwilu,bio-chimie,FSEG,KINSHASA,1991-06-14,H,61.0,26
4515,10462,inconnu,i katwa,pedagogie,FSEG,NORD-KIVU,1996-07-25,F,73.0,20
4516,10464,inconnu,mont sionii,sociale,FSEG,NORD-KIVU,1995-05-13,F,56.0,22
4517,10469,inconnu,mutsoperwa,pedagogie,FD,NORD-KIVU,1995-08-18,H,55.0,21
4518,10473,inconnu,laudjo,pedagogie,FD,ORIENTALE,1990-04-04,H,50.0,27
4519,10485,inconnu,visogho,pedagogie,FT,NORD-KIVU,1988-08-15,H,55.0,28
4520,10492,inconnu,edap/kasuku,commmerciale et adm,FSEG,NORD-KIVU,1992-05-07,F,50.0,25
4521,10506,inconnu,Lwanga,sociale,FSEG,SUD-KIVU,1997-04-25,H,57.0,20
4522,10509,inconnu,Lwanga,sociale,FD,SUD-KIVU,1992-03-14,H,53.0,25
4523,10511,inconnu,Lwanga,sociale,FSEG,NORD-KIVU,1993-06-10,H,51.0,24
4524,10522,inconnu,macha,sociale,FSEG,NORD-KIVU,1992-12-12,H,54.0,24
4525,10532,inconnu,mama sarah,pedagogie,FSDC,ORIENTALE,1994-04-22,H,54.0,23
4526,10534,inconnu,tuendelee,pedagogie,FM,SUD-KIVU,1994-04-04,H,58.0,23
4527,10539,inconnu,itsu,vétérinaire,FM,NORD-KIVU,1994-07-13,H,51.0,22
4528,10542,inconnu,Lycée Mwandu,bio-chimie,FM,NORD-KIVU,1995-04-23,F,56.0,22
4529,10543,inconnu,bethanie,commerciale informatique,FM,NORD-KIVU,1995-01-13,H,56.0,22
4530,10547,inconnu,maman sphie,pedagogie,FSTA,NORD-KIVU,1992-04-05,H,50.0,25
4531,10548,inconnu,wapole,bio-chimie,FSTA,NORD-KIVU,1995-01-02,H,59.0,22
4532,10552,publique,edap/isp bukavu,bio-chimie,FSTA,SUD-KIVU,1995-02-02,H,67.0,22
4533,10553,inconnu,burhuza,pedagogie,FD,SUD-KIVU,1993-08-28,H,55.0,23
4534,10555,inconnu,bwindi,pedagogie,FD,SUD-KIVU,1990-09-14,H,59.0,26
4535,10556,inconnu,edap/kasuku,sociale,FD,MANIEMA,1992-04-24,F,53.0,25
4536,10566,inconnu,Lycée Mwandu,bio-chimie,FM,NORD-KIVU,1997-09-30,F,50.0,19
4537,10572,inconnu,maadibisho,pedagogie,FM,NORD-KIVU,1995-09-14,F,51.0,21
4538,10573,publique,edap/isp bukavu,math-physique,FSTA,SUD-KIVU,1994-04-10,H,53.0,23
4539,10578,inconnu,burhiba,math-physique,FSEG,SUD-KIVU,1989-07-11,H,50.0,27
4540,10584,inconnu,bokoro,latin philo,FD,BANDUNDU,1994-11-18,H,62.0,22
4541,10592,inconnu,wema,pedagogie,FSEG,NORD-KIVU,1995-03-02,H,51.0,22
4542,10595,inconnu,nsindo,sociale,FD,NORD-KIVU,1990-10-16,H,54.0,26
4543,10601,inconnu,les petits génies,nutr,FSDC,NORD-KIVU,1994-04-24,F,51.0,23
4544,10603,inconnu,oicha,construction,FSTA,NORD-KIVU,1992-02-01,H,63.0,25
4545,10614,inconnu,kasheke,pedagogie,FPSE,SUD-KIVU,1994-02-10,H,50.0,23
4546,10622,inconnu,nidunga,sociale,FSDC,SUD-KIVU,1994-12-27,F,50.0,22
4547,10623,inconnu,Lwanga,bio-chimie,FM,SUD-KIVU,1996-02-28,F,50.0,21
4548,10637,inconnu,Lwanga,sociale,FPSE,SUD-KIVU,1994-10-11,H,56.0,22
4549,10645,inconnu,masiki,pedagogie,FM,NORD-KIVU,1994-04-21,H,59.0,23
4550,10650,inconnu,complexe scolaire de l'unité,sociale,FSDC,NORD-KIVU,1995-05-13,F,51.0,22
4551,10652,inconnu,ebi,pedagogie,FD,NORD-KIVU,1995-05-13,H,54.0,22
4552,10655,inconnu,de beni,latin philo,FD,NORD-KIVU,1995-11-25,H,54.0,21
4553,10660,inconnu,itc ngaliema,commmerciale et adm,FSEG,KINSHASA,1992-03-03,F,62.0,25
4554,10665,inconnu,gscc,bio-chimie,FSTA,NORD-KIVU,1994-10-10,H,61.0,22
4555,10672,inconnu,kasheke,pedagogie,FD,SUD-KIVU,1994-10-14,F,51.0,22
4556,10675,inconnu,bwindi,vétérinaire,FM,SUD-KIVU,1997-09-08,H,62.0,19
4557,10677,inconnu,Mwanzo,pedagogie,FSEG,SUD-KIVU,1992-04-17,H,52.0,25
4558,10678,inconnu,kabolwa,pedagogie,FSEG,SUD-KIVU,1995-05-25,H,51.0,22
4559,10681,inconnu,edap isp bkv,math-physique,FSTA,SUD-KIVU,1995-04-25,H,65.0,22
4560,10683,inconnu,itk mahamba,electronique générale,FSTA,NORD-KIVU,1991-05-03,H,54.0,26
4561,10684,inconnu,mont sionii,sociale,FSDC,NORD-KIVU,1996-10-04,F,51.0,20
4562,10687,inconnu,mont sionii,sociale,FSDC,NORD-KIVU,1992-12-24,H,52.0,24
4563,10699,inconnu,conglais (au burundi),commmerciale et adm,FSEG,SUD-KIVU,1993-03-23,F,50.0,24
4564,10706,inconnu,camp fac,pedagogie,FSEG,NORD-KIVU,1975-12-14,F,50.0,41
4565,10707,inconnu,kamole,pedagogie,FSTA,SUD-KIVU,1995-10-05,H,54.0,21
4566,10709,inconnu,mambo,pedagogie,FD,NORD-KIVU,1995-05-15,H,52.0,22
4567,10713,inconnu,i katwa,commmerciale et adm,FT,NORD-KIVU,1993-01-25,H,56.0,24
4568,10717,inconnu,tuzo,pedagogie,FSTA,NORD-KIVU,1989-12-15,H,51.0,27
4569,10721,inconnu,kayadja,pedagogie,FSDC,SUD-KIVU,1994-08-08,H,68.0,22
4570,10722,publique,edap/isp bukavu,math-physique,FSTA,SUD-KIVU,1995-10-10,H,66.0,21
4571,10728,inconnu,z,latin philo,FD,NORD-KIVU,1995-12-11,H,53.0,21
4572,10734,inconnu,elise,pedagogie,FSTA,NORD-KIVU,1993-11-07,H,63.0,23
4573,10739,inconnu,kantundwe,latin philo,FT,NORD-KIVU,1989-01-08,H,50.0,28
4574,10744,inconnu,jjardin de fleurs,commmerciale et adm,FSEG,NORD-KIVU,1993-10-10,F,50.0,23
4575,10747,inconnu,Alleluya,sociale,FSDC,NORD-KIVU,1995-11-04,F,53.0,21
4576,10752,inconnu,Lycée Mwandu,latin philo,FD,NORD-KIVU,1996-05-31,F,64.0,21
4577,10754,inconnu,mabalako,pedagogie,FSEG,NORD-KIVU,1994-02-25,F,51.0,23
4578,10755,inconnu,chemchem ya uzima,commmerciale et adm,FSEG,ORIENTALE,1994-12-02,F,61.0,22
4579,10765,inconnu,st augustin,pedagogie,FSTA,SUD-KIVU,1991-03-24,H,56.0,26
4580,10777,inconnu,source du savoir,pedagogie,FD,NORD-KIVU,1993-07-27,H,59.0,23
4581,10782,inconnu,Lwanga,pedagogie,FSTA,SUD-KIVU,1994-05-25,H,54.0,23
4582,10790,inconnu,visogho,latin philo,FPSE,NORD-KIVU,1993-06-11,H,52.0,24
4583,10793,inconnu,hekima,sociale,FM,NORD-KIVU,1994-12-12,F,54.0,22
4584,10808,inconnu,kanzulinzuli,sociale,FD,NORD-KIVU,1990-03-01,H,53.0,27
4585,10810,inconnu,tsololo,electronique générale,FSTA,ORIENTALE,1992-03-31,H,63.0,25
4586,10813,inconnu,mikeno isl,commmerciale et adm,FSEG,NORD-KIVU,1988-05-18,H,50.0,29
4587,10817,inconnu,mapendo/ngese,pedagogie,FD,NORD-KIVU,1989-04-20,H,51.0,28
4588,10822,inconnu,lycéé anuarité,pedagogie,FSEG,NORD-KIVU,1995-11-05,F,57.0,21
4589,10832,inconnu,hekima,sociale,FSDC,SUD-KIVU,1994-09-11,H,54.0,22
4590,10839,inconnu,kirumba,latin philo,FT,NORD-KIVU,1989-04-05,H,51.0,28
4591,10843,inconnu,mandayi,pedagogie,FSEG,NORD-KIVU,1994-09-12,F,55.0,22
4592,10846,inconnu,oicha,math-physique,FSTA,NORD-KIVU,1984-12-24,H,50.0,32
4593,10851,inconnu,itc ngaliema,pedagogie,FSEG,KINSHASA,1990-07-17,H,52.0,26
4594,10854,inconnu,Mwangaza,sociale,FM,NORD-KIVU,1994-02-28,H,55.0,23
4595,10855,inconnu,mehe,pedagogie,FSTA,NORD-KIVU,1989-03-27,H,63.0,28
4596,10863,inconnu,kahya cibanda,pedagogie,FSTA,SUD-KIVU,1993-07-23,H,52.0,23
4597,10866,publique,edap/isp bukavu,math-physique,FSTA,ORIENTALE,1995-06-21,H,59.0,22
4598,10868,inconnu,ovoa,math-physique,FSTA,ORIENTALE,1991-09-27,H,57.0,25
4599,10870,inconnu,itm kizito,hospitalière,FSDC,NORD-KIVU,1980-11-14,F,55.0,36
4600,10871,inconnu,mali,pedagogie,FSTA,SUD-KIVU,1995-07-17,H,50.0,21
4601,10879,inconnu,itm kizito,hospitalière,FSDC,NORD-KIVU,1978-12-07,F,71.0,38
4602,10896,protestant,mbolitini,sociale,FSDC,ORIENTALE,1990-08-01,F,55.0,26
4603,10898,privé,gilgali,hotesse d'acceuil,FT,NORD-KIVU,1985-04-04,H,51.0,32
4604,10903,protestant,lukweti,pedagogie,FT,NORD-KIVU,1987-07-13,H,54.0,29
4605,10914,protestant,kaya,pedagogie,FSTA,SUD-KIVU,1993-07-23,H,52.0,23
4606,10921,inconnu,Lwanga,pedagogie,FD,SUD-KIVU,1994-09-13,H,55.0,22
4607,11268,privé,zuza,bio-chimie,FSEG,KINSHASA,1996-11-20,F,57.0,20
4608,11304,publique,nyamianda,pedagogie,FPSE,SUD-KIVU,1993-11-22,H,54.0,23
4609,11306,privé,mama mulezi,commerciale informatique,FSEG,NORD-KIVU,1995-05-18,F,52.0,22
4610,11326,privé,les dibobol,pedagogie,FSDC,KINSHASA,1991-12-24,F,51.0,25
4611,11338,publique,Intitut ALLELUYA,pedagogie,FM,NORD-KIVU,1997-11-11,H,52.0,19
4612,11340,privé,mama mulezi,commerciale informatique,FSEG,NORD-KIVU,1997-06-30,F,52.0,20
4613,11348,privé,ujumbe,pedagogie,FD,NORD-KIVU,1994-04-05,H,56.0,23
4614,11354,catholique,guido,commerciale informatique,FSEG,NORD-KIVU,1993-04-10,H,54.0,24
4615,11361,privé,mama mulezi,bio-chimie,FSTA,NORD-KIVU,1998-01-06,H,72.0,19
4616,11366,catholique,sebyera,commerciale informatique,FSEG,NORD-KIVU,1994-12-14,F,55.0,22
4617,11367,protestant,bwito,pedagogie,FM,NORD-KIVU,1997-06-27,H,71.0,20
4618,11375,protestant,amani cebia,pedagogie,FM,SUD-KIVU,1994-05-20,H,52.0,23
4619,11379,catholique,cardinale etsou,commerciale informatique,FSEG,KINSHASA,1993-08-19,H,50.0,23
4620,11385,protestant,bunyakiri,agronomie,FSTA,NORD-KIVU,1996-03-11,H,63.0,21
4621,11393,protestant,kibali,pedagogie,FD,NORD-KIVU,1993-10-26,H,58.0,23
4622,11396,privé,alpha,pedagogie,FD,SUD-KIVU,1990-10-02,H,51.0,26
4623,11402,privé,banza,latin philo,FSEG,NORD-KIVU,1992-08-15,F,75.0,24
4624,11403,publique,Institut NJANJA,bio-chimie,FM,KATANGA,1996-04-16,F,59.0,21
4625,11406,privé,mama mulezi,bio-chimie,FSTA,NORD-KIVU,1997-05-06,F,63.0,20
4626,11428,privé,mama mulezi,bio-chimie,FSEG,NORD-KIVU,1996-08-20,F,58.0,20
4627,11449,catholique,sebyera,hotesse d'acceuil,FD,NORD-KIVU,1996-01-16,H,52.0,21
4628,11460,privé,mama mulezi,commerciale informatique,FSEG,NORD-KIVU,1997-06-12,F,51.0,20
4629,11462,privé,etpm,mec gene,FSTA,NORD-KIVU,1994-05-21,H,57.0,23
4630,11464,publique,lemera,pedagogie,FD,SUD-KIVU,1995-02-21,H,52.0,22
4631,11470,protestant,alpha,construction,FSEG,NORD-KIVU,1996-04-22,H,54.0,21
